,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
side[27],0.4422775815030059,0.08814525570371695,1.302638820627339,-1.8803091817737925,-0.38578500924903336,0.3725883754949517,1.1691243566483092,3.1863392364362944,218.3987505247035,1.027194715932469
side[28],0.10052973095183157,0.06784206016942469,1.2762986944162165,-2.458922390631463,-0.6894438627300241,0.122322005798387,0.9482491895367899,2.4870220857969594,353.92121360146496,1.0124731914308023
side[29],0.20789348813061842,0.06328044252978536,1.1743378246252454,-2.113051699480672,-0.5896833259285585,0.2301513929391912,0.9563115607711985,2.487393502930992,344.3872652180086,1.0161292021975887
side[30],0.001223947474924465,0.06702538499822831,1.3747341573587335,-2.700796719678136,-0.8482920399167375,0.027658682333527213,0.8542338195442467,2.6672588076294765,420.68672948247195,1.0089570481924486
side[31],0.09851513233728951,0.0611312019404993,1.2592867619309993,-2.375742061319151,-0.6890135349610697,0.15027297194580008,0.930372283570114,2.5055754509265675,424.3492180232715,1.0077402158368491
side[32],0.011485484524179341,0.07262028669342445,1.3148982539884215,-2.664491799469879,-0.7610601208398623,0.07749357145644875,0.8159559554345832,2.540180140116158,327.8448600307232,1.0094268152928305
side[33],0.3354249440979699,0.07343281117071132,1.2969471123740444,-2.0223272852494336,-0.5246727412537806,0.2680538790775381,1.112328828778485,3.1834346701506333,311.9350847200173,1.0192527438891532
side[34],0.3288489562392492,0.07596319855904395,1.3212056240543437,-2.171173514871615,-0.4888740787693726,0.298080295346972,1.1098736247009144,2.954957685618069,302.5062424704121,1.0195027728854635
side[35],0.15951034659916138,0.06385998945623587,1.3382540350361296,-2.2847306007518253,-0.6428924496792403,0.18810723307151844,0.9312773785231581,2.7875506817833307,439.15662424735916,1.0131924282698177
side[36],0.1721332383080791,0.06604803256474377,1.3052158535522926,-2.29720797406819,-0.6440047355429053,0.15168037782458166,0.9879745244922244,2.9172692461256373,390.5214648085262,1.0128708621237217
side[37],0.16619588197204851,0.05977961817765301,1.3420276948545302,-2.563547867767742,-0.6250311441808953,0.20304183958444091,0.9632982788374884,2.917188738054361,503.9839232342489,1.0117045533770241
side[38],0.0076992719409683585,0.07431318875226464,1.2563510704098657,-2.537397190880756,-0.7543083162326192,0.07119686994506835,0.7827906149434929,2.4210042744682285,285.81843306514475,1.0129670890689066
side[39],0.17108129450322934,0.06631824885721972,1.2800420442838913,-2.2790635711348144,-0.6490807382524284,0.18069726083466153,0.9650374595542452,2.6927617972055136,372.54811411011343,1.0106010340863305
side[40],-0.0038932357155522014,0.06687247946470809,1.3559041926527515,-2.727363270105614,-0.8152228528166017,0.07976774017784732,0.8484864495737358,2.6857251629726457,411.114841313257,1.0096571160698604
side[41],0.3415342337089823,0.07437392200540062,1.4051383261307515,-2.166180177606614,-0.5167464271700226,0.3250289379005683,1.1150751033469524,3.321057852908294,356.9412919496212,1.018417285732508
side[42],0.34398205377233343,0.08375928819748331,1.2895754788971212,-2.1515509548380116,-0.43757883089728594,0.32782672305995453,1.0559625385981937,3.251694547907454,237.04324132121673,1.0261404518420385
side[43],0.11226177128473173,0.07139826072183085,1.3003608868596752,-2.382545476588653,-0.7514802551564544,0.14274191103841033,0.9463120263107281,2.6351823583080414,331.70539203561196,1.0156114940568879
side[44],0.31081392447752576,0.07033588623699884,1.360382578309588,-2.112466366657044,-0.5154309590438961,0.2766628367858752,1.098442769923445,3.106917744229685,374.0831918523569,1.0153881261448885
side[45],-0.028592451845507825,0.07246165216048321,1.417275944011303,-3.025921582803705,-0.8306699885322479,0.017688449066746624,0.8370442349624003,2.591308658042345,382.55366551422287,1.0068140828633017
